model,image_idx,y_true,k_total,winning_corruption,phase1_l2,phase1_queries,phase1_ssim,phase1_mse,phase1_linf,best_l2,final_l2,final_label,final_ssim,final_mse,final_linf,IR_phase3,n_gens,queries_phase3,q_offspring_eval,q_xi_shrink,q_theta_bs,runtime_sec
standard,440,1,14,jpeg,1.8021462903134997,130,0.9374669194221497,0.0010572041834930694,0.18217575550079346,1.4296536628019694,1.4352199056271688,8,0.9449942111968994,0.0006705261014713646,0.1195949912071228,0.2066938902317036,19,1897,1041,24,832,7.462320566177368
robust,440,1,14,blur,2.465709615614596,138,0.9169604182243347,0.001979076793142669,0.2564190775156021,2.2536123606039555,2.3042790179453565,8,0.9285431504249573,0.0017284185667441599,0.24023954570293427,0.08601874838281547,18,1889,961,18,910,8.129993677139282
standard,441,0,14,jpeg,2.249589371158234,136,0.9344942569732666,0.0016473477665456058,0.18625586479902267,2.249589371158234,2.258742442737996,0,0.9342565536499023,0.0016607804180822975,0.1807839274406433,0.0,2,1890,112,1648,130,7.938657999038696
robust,441,0,14,blur,4.392393082823651,142,0.7984450459480286,0.00628031152149644,0.41455841064453125,3.83290990809332,3.852941523214314,8,0.8361056447029114,0.0048324083206895746,0.39875394105911255,0.12737547942104202,16,1877,896,19,962,9.430835723876953
standard,442,2,14,fractal_random,0.13918563641906045,124,0.9990403056144714,6.306198367636356e-06,0.007112592458724976,0.13203323102152914,0.13427245141958033,5,0.999184787273407,5.868842273402281e-06,0.00970240542665124,0.051387525189717384,16,1903,847,16,1040,8.40999960899353
robust,442,2,14,blur,7.979177200050837,72,0.4202350676059723,0.020725022392516647,0.498717837035656,7.929209319835804,7.941030307147589,0,0.5031247735023499,0.020527331437496448,0.5028296411037445,0.006262284814869708,16,1955,844,123,988,8.844877481460571
standard,443,2,14,blur,2.637164027061203,118,0.8026308417320251,0.002263878289591686,0.28472772194072604,2.5529346979836056,2.5646693619256498,3,0.8086185455322266,0.0021411227005977275,0.24040968669578433,0.031939359180270854,15,1909,833,88,988,7.470970869064331
robust,443,2,14,blur,5.085806048990253,72,0.3661991059780121,0.008419734104149038,0.4281878168694675,3.8110455707411073,3.8997106193718123,4,0.8052780032157898,0.004950437143641962,0.37564969062805176,0.2506506276428373,18,1955,975,18,962,8.203622341156006
standard,444,4,14,blur,2.7713170538521585,136,0.897138774394989,0.002500064522451761,0.2815173864364624,1.9656974003968601,1.9718677727889646,3,0.9575514793395996,0.0012657104369970973,0.20102936029434204,0.29069920106596214,19,1881,1064,37,780,7.386220216751099
robust,444,4,14,jpeg,1.8977329920502797,89,0.955400288105011,0.0011723276396862325,0.24839717149734497,1.214599204897507,1.2181043005985497,6,0.9855411648750305,0.0004830006714214079,0.12008076906204224,0.35997360535673995,17,1915,952,27,936,8.176490545272827
standard,445,4,14,blur,2.0924688242527263,138,0.9010818600654602,0.0014252688087466106,0.18154382705688477,0.837352765429705,0.8396357708554952,5,0.9897825121879578,0.00022948835923863593,0.11709046363830566,0.599825452248377,20,1889,1115,20,754,7.713011980056763
robust,445,4,14,jpeg,5.420224834840204,95,0.6087745428085327,0.009563423587310715,0.34901055693626404,3.6214192633117332,3.6214192633117332,2,0.8663480877876282,0.004269100712984678,0.6299620568752289,0.3318691800321789,19,1927,1064,57,806,8.152446746826172
standard,446,4,14,jpeg,1.8227178577678163,134,0.9572343826293945,0.0010814779912193026,0.18010589480400085,1.534494214534661,1.591853576746904,3,0.9655308127403259,0.000824869056513246,0.1456766426563263,0.1581285013502458,18,1893,955,28,910,7.733824253082275
robust,446,4,14,blur,3.161356878719217,141,0.828551709651947,0.0032533129279379274,0.2571013867855072,3.137905625823911,3.137905625823911,2,0.8491144776344299,0.003205225187295785,0.2993398606777191,0.0074180972901759555,14,1866,784,16,1066,8.081424713134766
standard,447,7,14,fractal_random,1.4086896602038161,129,0.9607031941413879,0.0006459656766813616,0.09271839261054993,1.098650503375027,1.0988371312996144,2,0.978167712688446,0.0003930478679952955,0.07836490869522095,0.2200904610770915,18,1884,1008,18,858,7.512385606765747
robust,447,7,14,blur,4.9551886981521935,96,0.6732974648475647,0.007992804373142981,0.3686419129371643,4.412034349360814,4.412034349360814,3,0.8003764748573303,0.006336603855312851,0.43042469024658203,0.10961325226502945,17,1925,952,37,936,8.201390743255615
standard,448,4,14,blur,1.240350812803572,134,0.924700915813446,0.0005008040816479433,0.15568429231643677,1.1186774388659622,1.1276186682938816,3,0.949653148651123,0.000413907505714136,0.12424689531326294,0.09809593598974703,16,1893,863,16,1014,7.585930347442627
robust,448,4,14,fractal_random,4.857670690624851,46,0.46917352080345154,0.007681303560727774,0.3283711373806,2.467886887521314,2.471753104575969,6,0.8435677886009216,0.001988790176971506,0.16050554811954498,0.4919608502313143,20,1975,1120,49,806,8.098335981369019
standard,449,5,14,blur,2.707708168064247,135,0.8474382758140564,0.002386615730274037,0.4017724245786667,1.0917479814241888,1.0917479814241888,3,0.9814229607582092,0.00038799272011832845,0.2781233638525009,0.5967999822504194,17,1892,939,17,936,7.4605302810668945
robust,449,5,14,blur,2.6973976269016404,142,0.8486703038215637,0.00236847459557767,0.4005908817052841,2.0425347891593923,2.0425347891593923,3,0.9298591017723083,0.0013580561487672258,0.4333716481924057,0.24277578923151005,17,1885,932,17,936,8.197638034820557
standard,450,1,14,jpeg,1.41600130232716,132,0.9783549904823303,0.000652688700583403,0.135932058095932,1.19645403976352,1.19645403976352,9,0.9846000075340271,0.0004659838059912844,0.10901090502738953,0.15504735920992452,18,1895,992,19,884,7.40838885307312
robust,450,1,14,blur,4.622850570558504,139,0.7000653743743896,0.00695662350185973,0.41658612713217735,3.216431196741734,3.2530392038849767,9,0.8780549168586731,0.0034447474133521816,0.23549293726682663,0.3042320646861954,19,1888,1063,19,806,8.064558982849121
standard,451,5,14,fractal_random,2.0845821804517755,130,0.9480606913566589,0.0014145452041201432,0.1398525834083557,1.6283952482429385,1.6530066041220257,3,0.9671192169189453,0.0008894631481750594,0.13050773739814758,0.21883854543454415,18,1897,969,18,910,7.3676598072052
robust,451,5,14,blur,5.472651587359118,97,0.7062423825263977,0.009749321418171966,0.420505253598094,5.231411936278632,5.234988739469455,3,0.7292240262031555,0.00892093331094808,0.5098695158958435,0.044080944534767706,15,1921,840,15,1066,7.991154432296753
standard,452,3,14,fractal_random,2.576343490723009,40,0.8925662040710449,0.0021606594343069074,0.16352728754281998,1.5350658365352383,1.544237313321129,6,0.9575329422950745,0.0007762593977194582,0.0978633314371109,0.4041687988955048,22,1987,1185,22,780,8.021254301071167
robust,452,3,14,jpeg,6.904262062285958,141,0.5392464399337769,0.0155171987710681,0.5503544211387634,5.422874506382674,5.422874506382674,9,0.6976926922798157,0.009572776047991784,0.4551849067211151,0.21456131626220543,17,1882,952,72,858,10.56686019897461
standard,453,5,14,fractal_random,0.4753491625698911,126,0.9935996532440186,7.355365441272681e-05,0.030076049268245697,0.4497592284253015,0.4629190821091175,3,0.9940600991249084,6.975718586842036e-05,0.028851985931396484,0.053833973339181135,16,1901,845,16,1040,9.731372117996216
robust,453,5,14,blur,0.24015194317768268,130,0.9994180798530579,1.877374863672426e-05,0.020741328597068787,0.16551690773683395,0.16697746334248573,3,0.9996109008789062,9.076000184095336e-06,0.01330941915512085,0.31078255896363105,16,1874,896,16,962,9.710944652557373
standard,454,5,14,fractal_random,1.295780915975029,129,0.9808163642883301,0.0005465651634782178,0.07843637466430664,1.1020643782227935,1.1189143217557387,2,0.9867321848869324,0.00040754207143764166,0.07380092144012451,0.14949790922524184,17,1890,952,28,910,7.398774862289429
robust,454,5,14,blur,4.20245073828344,96,0.8522612452507019,0.0057488906926103645,0.3881549835205078,3.9521782560708933,4.040052313884724,3,0.8661802411079407,0.0053131583620564275,0.36672019958496094,0.059553935976599914,16,1931,850,41,1040,8.246471881866455
standard,455,7,14,blur,3.7624605517656438,136,0.8918496966362,0.004608108529815311,0.3221351429820061,3.4713167626981822,3.4713167626981822,7,0.8932191729545593,0.003922539147200578,0.2982944846153259,0.07738122036411355,2,1890,112,1700,78,7.426470756530762
robust,455,7,14,blur,6.960114002881562,97,0.5694476962089539,0.01576926657978776,0.5326264426112175,6.918707100782954,7.181272619900351,8,0.5483593344688416,0.016787329555242134,0.5170427486300468,0.005949170097137022,12,1925,672,31,1222,8.496821403503418
standard,456,7,14,fractal_random,2.4080910114489233,131,0.9372584223747253,0.0018876635154365564,0.1419941931962967,1.850377642898199,1.8584802715650899,4,0.9590625762939453,0.001124332313388996,0.11784178018569946,0.23159978833821315,16,1874,896,16,962,8.075740098953247
robust,456,7,14,blur,6.453681991332421,97,0.5184105038642883,0.013557946368895976,0.3851540982723236,6.167773320613663,6.167773320613663,7,0.5439727306365967,0.012383277242122027,0.38606642186641693,0.04430163604323018,15,1930,794,70,1066,8.725903034210205
standard,457,5,14,jpeg,1.8895425976795857,131,0.9279012680053711,0.001162230217593007,0.14755761623382568,1.4033150457869412,1.4119997844237973,3,0.9692492485046387,0.0006490050119073163,0.14541184902191162,0.257325530787052,17,1892,952,56,884,8.318952083587646
robust,457,5,14,blur,0.7384639920294573,132,0.9907680153846741,0.0001775159725013289,0.07477632164955139,0.5089942393761264,0.5089942393761264,3,0.996616542339325,8.433434789485455e-05,0.07465973496437073,0.3107392576078068,18,1884,1008,18,858,8.364490509033203
standard,458,4,14,jpeg,2.958800852412323,136,0.8464180827140808,0.0028497729440872034,0.25191450119018555,2.7198104051475194,2.827436420830783,3,0.8638959527015686,0.002602342680552129,0.25542163848876953,0.08077273841189878,15,1865,840,63,962,7.438249349594116
robust,458,4,14,blur,4.04753451646131,142,0.7225828766822815,0.005332856660789614,0.334905743598938,3.4580634772760677,3.487765547518449,8,0.8251712918281555,0.00395980101279871,0.3168031573295593,0.14563706295471118,17,1879,952,17,910,8.138490676879883
standard,459,5,14,fractal_random,1.355807319458306,129,0.9593639373779297,0.0005983767862945043,0.09065726399421692,1.282677563039732,1.29407027428769,2,0.9635763764381409,0.0005451230052773534,0.15650662779808044,0.05393816316598141,16,1898,868,16,1014,7.531991004943848
robust,459,5,14,blur,5.167820545457205,96,0.6281530857086182,0.008693479554052605,0.47010188922286034,4.358147768760018,4.38398465077358,3,0.7878019213676453,0.006256289531904665,0.5876197144389153,0.15667586936797426,17,1931,926,17,988,8.24728012084961
standard,460,2,14,jpeg,1.160431892541412,129,0.9248319268226624,0.00043834706289949335,0.1323145627975464,1.124422434353679,1.124869285940658,6,0.935092031955719,0.00041189155759086774,0.10526886582374573,0.031031082840088337,15,1874,840,46,988,7.450643301010132
robust,460,2,14,blur,2.2252922671016093,86,0.7396572232246399,0.0016119549720124422,0.28722792863845825,1.8696109949114141,1.8696109949114141,2,0.9192288517951965,0.001137840241005229,0.31814488768577576,0.1598357561604533,17,1941,947,162,832,8.307445764541626
standard,461,1,14,jpeg,3.941953609720969,133,0.9006792902946472,0.005058267663148496,0.3687006086111069,2.9236906810485683,3.040744673701195,9,0.9457568526268005,0.003009807330763356,0.2821676582098007,0.2583142851202854,17,1894,900,32,962,7.45384955406189
robust,461,1,14,jpeg,6.688343564398752,143,0.7534728646278381,0.014561829308409581,0.47148969769477844,6.349612185486266,6.508330326006348,8,0.7312189936637878,0.013788529856252752,0.4881436750292778,0.050645032757514544,14,1875,784,25,1066,8.341601133346558
standard,462,7,14,fractal_random,2.2497040050805337,132,0.9035820960998535,0.0016475156609620425,0.14219951629638672,1.1697039104035163,1.1763816370031532,9,0.9659605026245117,0.0004504797527593088,0.07444165647029877,0.4800631959751328,19,1889,1064,19,806,7.640147686004639
robust,462,7,14,blur,4.548273175144722,96,0.7299095988273621,0.006733980753821957,0.33557018637657166,3.983931411790269,4.060979451477719,3,0.8156653046607971,0.005368344446542207,0.34592965245246887,0.12407824719905833,17,1931,949,20,962,8.27603030204773
standard,463,5,14,blur,2.512511514575651,136,0.8830457329750061,0.0020549199579671974,0.4734013006091118,2.512511367308023,2.5392873998511343,5,0.8813071250915527,0.0020989519624520308,0.4867548272013664,5.861371262017059e-08,4,1890,224,1406,260,7.680831670761108
robust,463,5,14,blur,4.39130271297104,96,0.6170310378074646,0.006277193853172792,0.6038552485406399,4.39130271297104,4.515319048638195,3,0.6165472269058228,0.006636753197647158,0.5724464021623135,0.0,13,1926,728,28,1170,8.112132787704468
standard,464,1,14,fractal_random,2.3909783029491525,131,0.8929341435432434,0.0018609300928299505,0.15954750776290894,1.5759305650147095,1.5857410027640841,6,0.9404144287109375,0.0008185463912137508,0.1013784408569336,0.34088462322268764,19,1896,1052,38,806,7.495531797409058
robust,464,1,14,blur,5.124584871461654,140,0.752122163772583,0.008548623080994031,0.3802294582128525,5.028630797724415,5.074264033007982,8,0.7514830231666565,0.008381560949317185,0.3644110858440399,0.018724262773283117,15,1887,806,15,1066,8.073217153549194
standard,465,2,14,jpeg,1.5355574154488738,134,0.9747883677482605,0.0007675574792122478,0.20456591248512268,1.380733997044344,1.380733997044344,3,0.9779844284057617,0.0006205814873298282,0.15357020497322083,0.10082554832980432,16,1874,896,16,962,7.284527778625488
robust,465,2,14,jpeg,1.0541994542785433,131,0.9871763586997986,0.0003617631801436127,0.14003834128379822,0.8211685285508386,0.8254101426211765,6,0.9917410016059875,0.00022177796140116068,0.08232206106185913,0.2210501293487985,18,1884,1008,18,858,8.035828351974487
standard,466,5,14,fractal_random,0.7904681615477533,127,0.9864053130149841,0.0002033984096421501,0.05080568790435791,0.5197928081679716,0.5197928081679716,3,0.9923451542854309,8.795070430834287e-05,0.03358188271522522,0.3424241057980042,19,1889,1064,19,806,7.291121244430542
robust,466,5,14,fractal_random,6.449702182872802,95,0.6518197059631348,0.013541229898357482,0.47035858035087585,6.449702182872802,6.499339778946005,5,0.6539930105209351,0.013750461347368625,0.49791744351387024,0.0,3,1931,168,1529,234,7.976170778274536
standard,467,5,14,blur,0.1742877190411391,124,0.9995908141136169,9.888088869974948e-06,0.02147124707698822,0.12142661988377679,0.1239903224097747,7,0.9997267127037048,5.004426782454021e-06,0.020404696464538574,0.30329789986456196,17,1903,924,17,962,9.044509649276733
robust,467,5,14,blur,0.6376022096301972,96,0.9944364428520203,0.00013233612556162432,0.07670517265796661,0.5047031710081911,0.5107626386508052,3,0.9945293068885803,8.492138496009613e-05,0.04214617609977722,0.20843566194522167,17,1931,926,17,988,10.600167274475098
standard,468,5,14,fractal_random,0.6348244706675551,126,0.9876112937927246,0.0001311855822130018,0.046807318925857544,0.5697420640220452,0.5732335396982289,3,0.9916315674781799,0.00010696506528626839,0.04784122109413147,0.1025203180606317,16,1874,896,16,962,8.482726812362671
robust,468,5,14,blur,0.02474399397364665,125,0.9999909400939941,1.993050904192258e-07,0.001797497272491455,0.007895465434215666,0.008185505252736534,3,0.9999986290931702,2.1810636694667376e-08,0.0006508827209472656,0.6809138636784079,17,1902,923,17,962,8.744254112243652
standard,469,4,14,fractal_random,1.072155994468611,127,0.925369918346405,0.00037419221239419807,0.0700846016407013,0.8282650205708718,0.8329166001835412,3,0.9542043209075928,0.0002258301032022435,0.07001018524169922,0.22747713500274558,18,1884,1008,18,858,7.357877969741821
robust,469,4,14,blur,0.7795655698308638,139,0.9688553214073181,0.000197826327365143,0.12058362364768982,0.7476968737063899,0.7571540523074666,8,0.9716035723686218,0.0001866153150568762,0.08812808990478516,0.04088007135998599,15,1888,807,15,1066,8.213636636734009
standard,470,4,14,blur,2.8550612821322914,139,0.9009671211242676,0.002653442358310835,0.2903876304626465,2.4065681606617177,2.4065681606617177,3,0.9279053807258606,0.0018852767668558282,0.2441701889038086,0.15708703847352037,15,1888,817,31,1040,7.460642099380493
robust,470,4,14,fractal_random,7.483621818498011,50,0.40550288558006287,0.018230662604915206,0.5961348414421082,5.7466467077901005,5.786995999506525,5,0.6363058090209961,0.010901472219281524,0.4376310855150223,0.23210353928019942,20,1977,1080,39,858,9.126184225082397
